epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,617.422,0.66536,0.49735,1.56357,0.94945,0.9085,0.94941,0.79175,0.6171,0.47969,1.63495,0.0005644,0.0005644,0.0005644
24,644.598,0.66371,0.49743,1.57177,0.95592,0.90523,0.94891,0.80223,0.60457,0.45572,1.64503,0.0005446,0.0005446,0.0005446
25,672.936,0.66844,0.49093,1.57104,0.95945,0.91018,0.94915,0.7967,0.60641,0.4613,1.60767,0.0005248,0.0005248,0.0005248
26,700.438,0.65089,0.47776,1.54158,0.95039,0.90566,0.94598,0.79446,0.60348,0.47335,1.63385,0.000505,0.000505,0.000505
27,728.776,0.64182,0.47406,1.52584,0.93027,0.92383,0.9493,0.79569,0.60181,0.46787,1.62038,0.0004852,0.0004852,0.0004852
28,756.81,0.64567,0.46441,1.54225,0.9413,0.92497,0.94921,0.80385,0.59334,0.44759,1.64051,0.0004654,0.0004654,0.0004654
29,785.128,0.63962,0.46801,1.51942,0.95771,0.90678,0.95332,0.80685,0.58756,0.48406,1.62561,0.0004456,0.0004456,0.0004456
30,813.433,0.64021,0.47369,1.52261,0.95332,0.90776,0.9489,0.79608,0.59772,0.45562,1.70589,0.0004258,0.0004258,0.0004258
31,841.676,0.61956,0.45335,1.49811,0.9768,0.90666,0.95463,0.80124,0.59126,0.43617,1.64156,0.000406,0.000406,0.000406
32,868.935,0.61688,0.44846,1.51418,0.96429,0.92174,0.95369,0.80248,0.59377,0.443,1.64323,0.0003862,0.0003862,0.0003862
33,896.353,0.6132,0.44788,1.49354,0.9509,0.92422,0.95173,0.80679,0.59382,0.44945,1.64634,0.0003664,0.0003664,0.0003664
34,924.27,0.61457,0.44417,1.49446,0.96956,0.91669,0.95441,0.80686,0.58937,0.47539,1.67611,0.0003466,0.0003466,0.0003466
35,951.894,0.61234,0.4447,1.48832,0.95832,0.91745,0.95338,0.8086,0.58506,0.51406,1.63776,0.0003268,0.0003268,0.0003268
36,979.631,0.59644,0.43778,1.47354,0.9498,0.92239,0.94956,0.80925,0.58328,0.4593,1.66764,0.000307,0.000307,0.000307
37,1007.26,0.60787,0.44212,1.47946,0.94827,0.92069,0.95021,0.80666,0.58178,0.51262,1.63855,0.0002872,0.0002872,0.0002872
38,1035.14,0.60326,0.43331,1.47201,0.96216,0.90991,0.94813,0.80841,0.57951,0.47469,1.66234,0.0002674,0.0002674,0.0002674
39,1063.17,0.59297,0.42759,1.45516,0.96797,0.90358,0.95394,0.81484,0.57836,0.45536,1.65166,0.0002476,0.0002476,0.0002476
40,1090.78,0.58789,0.42566,1.4444,0.95636,0.91494,0.94994,0.81209,0.57748,0.44637,1.63766,0.0002278,0.0002278,0.0002278
41,1143.74,0.58055,0.41412,1.4596,0.96329,0.89899,0.94731,0.80689,0.58429,0.4395,1.61344,0.000208,0.000208,0.000208
42,1171.25,0.56895,0.40654,1.4549,0.95284,0.9208,0.94973,0.80848,0.57896,0.43489,1.63471,0.0001882,0.0001882,0.0001882
43,1198.87,0.57041,0.4008,1.44797,0.96417,0.91421,0.94897,0.81278,0.5717,0.42914,1.63724,0.0001684,0.0001684,0.0001684
44,1227.05,0.55657,0.39441,1.43405,0.93043,0.92701,0.94622,0.80841,0.57922,0.43627,1.61416,0.0001486,0.0001486,0.0001486
45,1254.82,0.55346,0.3934,1.42707,0.95231,0.91423,0.94913,0.81438,0.57523,0.43113,1.63081,0.0001288,0.0001288,0.0001288
46,1282.35,0.5561,0.39144,1.42099,0.96557,0.90602,0.94864,0.81174,0.56431,0.42659,1.61936,0.000109,0.000109,0.000109
47,1310.27,0.54427,0.38593,1.42605,0.9786,0.90027,0.94887,0.81434,0.56767,0.4245,1.61992,8.92e-05,8.92e-05,8.92e-05
48,1337.46,0.53708,0.38163,1.41045,0.95454,0.91651,0.94996,0.81668,0.56447,0.4197,1.66274,6.94e-05,6.94e-05,6.94e-05
49,1365.22,0.5398,0.3828,1.3953,0.9664,0.91002,0.94977,0.81406,0.5711,0.42627,1.62805,4.96e-05,4.96e-05,4.96e-05
50,1391.13,0.5329,0.37781,1.39369,0.96506,0.90892,0.94969,0.8151,0.56555,0.42233,1.62757,2.98e-05,2.98e-05,2.98e-05
