game_id,video_id,exposure_zone,exposure_seconds,total_detections,total_media_value,qi_score_avg,qi_score_std,size_score_avg,size_score_std,sov_weighted_avg,sov_weighted_std,dist_score_avg,dist_score_std,legi_score_avg,legi_score_std,conf_avg,conf_std,laplacian_avg,laplacian_std,dist_raw_pct_avg,dist_raw_pct_std,area_pct_avg,area_pct_std,video_url
22401197,zsXHPjwh4kM,basket-logo,438.24,10412,606.8814,0.0346,0.0452,0.156,0.1058,0.5705,0.1602,0.3041,0.2841,0.9992,0.0238,0.9113,0.0391,2251.32,1376.95,37.12,17.63,0.214,0.117,https://www.youtube.com/watch?v=zsXHPjwh4kM
22401167,8T4Pdv8McV0,side-court-led-logo,498.7,3524,2997.1026,0.1097,0.1065,0.3523,0.1247,0.8472,0.1121,0.3642,0.2812,0.9778,0.128,0.9127,0.0423,634.15,323.54,31.73,14.53,0.975,2.587,https://www.youtube.com/watch?v=8T4Pdv8McV0
22401167,8T4Pdv8McV0,mid-court-logo,371.77,1989,3200.6219,0.2076,0.2036,0.5702,0.2147,0.9142,0.1167,0.3594,0.3138,0.9968,0.0535,0.8682,0.0581,1268.3,444.42,33.22,16.88,1.873,1.002,https://www.youtube.com/watch?v=8T4Pdv8McV0
22401167,8T4Pdv8McV0,basket-logo,467.47,13044,3040.881,0.0301,0.0323,0.1714,0.0953,0.4648,0.1148,0.3352,0.2779,0.9969,0.048,0.9053,0.0359,1371.59,731.03,34.79,16.9,0.216,0.115,https://www.youtube.com/watch?v=8T4Pdv8McV0
22401167,8T4Pdv8McV0,back-court-logo,470.87,2352,4328.1474,0.2374,0.1541,0.4342,0.0682,0.8773,0.0383,0.5931,0.3393,1.0,0.0001,0.8946,0.0166,1229.63,278.99,21.9,16.14,1.233,0.279,https://www.youtube.com/watch?v=8T4Pdv8McV0
22401167,8T4Pdv8McV0,side-court-logo,489.09,2452,3510.7819,0.1847,0.0883,0.3894,0.0659,0.8559,0.0598,0.5462,0.2425,1.0,0.0001,0.887,0.0231,1641.98,362.91,22.77,10.47,1.047,0.265,https://www.youtube.com/watch?v=8T4Pdv8McV0
22401187,dz2ZgjZfFnE,back-court-logo,428.63,2141,5123.9473,0.3814,0.2576,0.6797,0.1308,0.9264,0.0307,0.5766,0.3397,0.9995,0.0172,0.8805,0.0277,678.78,155.12,22.4,15.77,2.332,0.691,https://www.youtube.com/watch?v=dz2ZgjZfFnE
22401187,dz2ZgjZfFnE,basket-logo,418.82,12356,2046.4636,0.0264,0.0316,0.1691,0.1156,0.3712,0.1544,0.3473,0.2731,0.9994,0.0241,0.8788,0.0646,2928.5,1190.68,33.61,15.91,0.269,0.483,https://www.youtube.com/watch?v=dz2ZgjZfFnE
22401187,dz2ZgjZfFnE,mid-court-logo,391.19,2218,1576.5637,0.1133,0.1228,0.3545,0.1251,0.7417,0.1424,0.3583,0.3308,0.993,0.075,0.8902,0.0395,682.97,258.63,33.48,17.38,0.918,1.063,https://www.youtube.com/watch?v=dz2ZgjZfFnE
22401187,dz2ZgjZfFnE,side-court-led-logo,456.26,2990,2002.4565,0.1067,0.0895,0.3783,0.1267,0.6939,0.0906,0.4179,0.288,0.9882,0.1,0.9092,0.04,1394.85,767.34,28.96,13.71,1.019,0.989,https://www.youtube.com/watch?v=dz2ZgjZfFnE
22401187,dz2ZgjZfFnE,side-court-logo,454.85,2339,1684.2082,0.1148,0.0832,0.3897,0.0739,0.7079,0.0473,0.4348,0.3151,1.0,0.0,0.903,0.0289,1186.47,305.34,28.29,14.48,1.049,0.292,https://www.youtube.com/watch?v=dz2ZgjZfFnE
22401185,Ixtba7lS3Bs,side-court-led-logo,404.0,2019,24716.9511,0.152,0.1862,0.3942,0.1913,0.8435,0.1228,0.3584,0.3227,0.9991,0.0244,0.881,0.0526,918.26,274.87,33.67,17.16,1.089,0.928,https://www.youtube.com/watch?v=Ixtba7lS3Bs
22401185,Ixtba7lS3Bs,mid-court-logo,511.91,2818,35342.1127,0.1557,0.1533,0.4816,0.1024,0.9203,0.1069,0.3443,0.3261,0.9995,0.0146,0.8743,0.0422,754.72,386.58,34.3,17.24,1.426,0.436,https://www.youtube.com/watch?v=Ixtba7lS3Bs
22401185,Ixtba7lS3Bs,side-court-logo,508.51,2578,35764.1079,0.1723,0.0737,0.3213,0.047,0.957,0.0361,0.5679,0.2479,0.9997,0.0168,0.8701,0.039,1147.94,303.37,21.82,10.45,0.751,0.354,https://www.youtube.com/watch?v=Ixtba7lS3Bs
22401185,Ixtba7lS3Bs,back-court-logo,478.68,2391,54624.6115,0.2837,0.2012,0.5401,0.0963,0.9088,0.0262,0.5513,0.3505,1.0,0.0002,0.8976,0.0199,909.04,172.98,23.81,16.7,1.669,0.407,https://www.youtube.com/watch?v=Ixtba7lS3Bs
22401185,Ixtba7lS3Bs,basket-logo,475.07,13334,20372.4263,0.019,0.0265,0.112,0.1117,0.3724,0.0964,0.363,0.2903,0.9982,0.0365,0.8854,0.045,1938.27,1500.6,33.25,16.6,0.175,0.229,https://www.youtube.com/watch?v=Ixtba7lS3Bs
22401186,zTIfI43bmSA,side-court-led-logo,459.26,3059,626.8369,0.121,0.1142,0.3968,0.1395,0.6537,0.1059,0.4618,0.2959,0.9405,0.2102,0.9017,0.0434,692.56,487.53,26.97,13.69,1.238,3.261,https://www.youtube.com/watch?v=zTIfI43bmSA
22401186,zTIfI43bmSA,mid-court-logo,439.44,2415,623.6688,0.1525,0.1715,0.4414,0.1659,0.8255,0.1334,0.3455,0.3358,0.9732,0.1209,0.8867,0.0382,552.07,292.71,34.69,17.99,1.292,1.124,https://www.youtube.com/watch?v=zTIfI43bmSA
22401186,zTIfI43bmSA,side-court-logo,463.66,2405,702.8286,0.1725,0.1133,0.474,0.0911,0.7488,0.0636,0.4845,0.3063,1.0,0.0,0.8241,0.0506,1851.2,496.33,25.92,13.96,1.395,0.376,https://www.youtube.com/watch?v=zTIfI43bmSA
22401186,zTIfI43bmSA,back-court-logo,421.62,2122,921.4103,0.2563,0.1738,0.4809,0.0771,0.9344,0.0431,0.5494,0.3418,0.9997,0.0118,0.8917,0.042,1651.97,767.8,23.79,16.3,1.429,0.451,https://www.youtube.com/watch?v=zTIfI43bmSA
22401186,zTIfI43bmSA,basket-logo,416.02,12147,440.0314,0.0214,0.0324,0.1101,0.1138,0.405,0.1614,0.3578,0.2844,0.999,0.023,0.8949,0.0503,1931.64,1758.67,33.32,16.29,0.164,0.153,https://www.youtube.com/watch?v=zTIfI43bmSA
22401175,3dUoJdsR0-I,back-court-logo,408.61,2041,3837.6853,0.2947,0.1946,0.5555,0.0971,0.9216,0.0267,0.5686,0.3472,1.0,0.0,0.8912,0.0209,1130.52,248.99,23.04,16.7,1.742,0.451,https://www.youtube.com/watch?v=3dUoJdsR0-I
22401175,3dUoJdsR0-I,basket-logo,402.0,11855,1638.9772,0.0217,0.0296,0.1272,0.1107,0.3726,0.1252,0.388,0.2862,0.9828,0.0892,0.8871,0.0617,1568.74,1268.79,31.7,16.29,0.179,0.136,https://www.youtube.com/watch?v=3dUoJdsR0-I
22401175,3dUoJdsR0-I,mid-court-logo,366.17,1951,2322.1182,0.1866,0.2102,0.5704,0.2236,0.9227,0.0951,0.3096,0.2903,0.9359,0.2338,0.8342,0.0787,900.94,755.71,35.48,16.03,1.942,1.207,https://www.youtube.com/watch?v=3dUoJdsR0-I
22401175,3dUoJdsR0-I,side-court-led-logo,450.25,3032,2050.7707,0.106,0.1075,0.3436,0.1281,0.7185,0.1187,0.4082,0.2879,0.9945,0.0602,0.9122,0.0403,1141.55,552.75,29.98,15.1,1.064,3.826,https://www.youtube.com/watch?v=3dUoJdsR0-I
22401175,3dUoJdsR0-I,side-court-logo,444.04,2248,1519.201,0.1059,0.0712,0.3313,0.0415,0.7137,0.0363,0.4501,0.2987,1.0,0.0,0.8828,0.0292,1820.82,376.02,27.91,15.03,0.797,0.166,https://www.youtube.com/watch?v=3dUoJdsR0-I
22401192,9iBp7SBfXDI,back-court-logo,422.62,2111,3301.2019,0.3086,0.2055,0.573,0.1121,0.9288,0.0275,0.5694,0.3365,1.0,0.0009,0.8951,0.0191,819.36,221.47,23.15,16.53,1.823,0.539,https://www.youtube.com/watch?v=9iBp7SBfXDI
22401192,9iBp7SBfXDI,basket-logo,422.02,11472,986.9501,0.017,0.0287,0.0988,0.1093,0.3636,0.1079,0.3727,0.2886,0.9988,0.0265,0.9065,0.033,2214.01,1496.45,32.67,16.61,0.156,0.106,https://www.youtube.com/watch?v=9iBp7SBfXDI
22401192,9iBp7SBfXDI,mid-court-logo,430.23,2394,1917.6717,0.1581,0.1612,0.4511,0.1115,0.8636,0.0938,0.3746,0.3422,1.0,0.0005,0.8815,0.0363,1082.92,331.28,32.48,17.6,1.301,0.516,https://www.youtube.com/watch?v=9iBp7SBfXDI
22401192,9iBp7SBfXDI,side-court-led-logo,464.06,3599,2105.6158,0.1155,0.1171,0.3244,0.1328,0.7656,0.1582,0.4145,0.3099,0.9937,0.0688,0.8907,0.0538,1759.02,1023.45,30.14,15.95,1.027,4.148,https://www.youtube.com/watch?v=9iBp7SBfXDI
22401192,9iBp7SBfXDI,side-court-logo,3.2,16,0.8661,0.0107,0.0194,0.1855,0.1902,0.4561,0.265,0.1665,0.2156,0.9988,0.0044,0.7267,0.0565,1545.12,820.42,45.24,15.02,0.409,0.603,https://www.youtube.com/watch?v=9iBp7SBfXDI
22401179,JdWC40o5-qY,back-court-logo,491.69,2456,2654.1604,0.3456,0.288,0.6953,0.118,0.9475,0.0266,0.4892,0.3728,1.0,0.0,0.8916,0.0214,1900.55,457.9,27.79,19.42,2.421,0.701,https://www.youtube.com/watch?v=JdWC40o5-qY
22401179,JdWC40o5-qY,basket-logo,482.28,11963,978.2834,0.0262,0.0349,0.1562,0.1122,0.385,0.145,0.3313,0.2929,0.9993,0.0234,0.9057,0.0477,2402.0,1102.3,36.7,19.25,0.23,0.187,https://www.youtube.com/watch?v=JdWC40o5-qY
22401179,JdWC40o5-qY,mid-court-logo,366.77,1882,1318.2483,0.224,0.1912,0.5976,0.208,0.8929,0.1057,0.404,0.3284,0.9995,0.0214,0.8939,0.0563,1295.96,429.78,31.78,18.13,2.039,1.073,https://www.youtube.com/watch?v=JdWC40o5-qY
22401179,JdWC40o5-qY,side-court-led-logo,282.28,1410,729.0649,0.1654,0.2045,0.3901,0.2241,0.8119,0.1876,0.4107,0.321,0.9614,0.1759,0.8961,0.0534,799.69,529.36,31.56,18.25,1.319,3.471,https://www.youtube.com/watch?v=JdWC40o5-qY
22401179,JdWC40o5-qY,side-court-logo,520.92,2631,1270.6712,0.1544,0.1242,0.433,0.0661,0.9377,0.0675,0.4014,0.3254,1.0,0.0,0.9043,0.0178,2620.55,732.02,30.61,16.15,1.228,0.266,https://www.youtube.com/watch?v=JdWC40o5-qY
22401182,UXi_Dpt_XzE,side-court-led-logo,288.69,1442,298.3134,0.1402,0.1552,0.348,0.17,0.9721,0.036,0.3707,0.3227,0.9927,0.0729,0.881,0.0634,732.64,378.22,33.52,18.17,0.925,1.515,https://www.youtube.com/watch?v=UXi_Dpt_XzE
22401182,UXi_Dpt_XzE,side-court-logo,535.13,2784,546.2946,0.133,0.0958,0.327,0.0498,0.9905,0.0166,0.4284,0.313,1.0,0.0,0.8938,0.0264,4316.05,1286.17,28.74,14.96,0.776,0.206,https://www.youtube.com/watch?v=UXi_Dpt_XzE
22401182,UXi_Dpt_XzE,back-court-logo,503.3,2514,1236.8438,0.3335,0.2468,0.6252,0.105,0.9389,0.0186,0.5318,0.3621,0.9999,0.0029,0.8973,0.0193,1245.52,282.06,25.25,18.08,2.049,0.605,https://www.youtube.com/watch?v=UXi_Dpt_XzE
22401182,UXi_Dpt_XzE,basket-logo,494.09,11025,419.5525,0.0258,0.0294,0.1647,0.0959,0.4138,0.1119,0.3319,0.3014,0.9997,0.0112,0.911,0.0328,2184.01,1429.89,36.34,18.86,0.204,0.081,https://www.youtube.com/watch?v=UXi_Dpt_XzE
22401182,UXi_Dpt_XzE,mid-court-logo,0.6,3,0.0124,0.0028,0.0014,0.2801,0.0262,0.8095,0.0512,0.0116,0.0049,0.9999,0.0002,0.735,0.0251,355.29,106.17,60.5,3.63,0.552,0.133,https://www.youtube.com/watch?v=UXi_Dpt_XzE
22401179,xUogpOGyy0c,back-court-logo,491.0,2455,165.1479,0.3459,0.2883,0.6959,0.1178,0.9472,0.0267,0.4888,0.3726,1.0,0.0,0.8914,0.0222,1820.29,421.65,27.88,19.46,2.425,0.704,https://www.youtube.com/watch?v=xUogpOGyy0c
22401179,xUogpOGyy0c,basket-logo,484.2,11967,61.2783,0.0263,0.0353,0.1569,0.1117,0.3855,0.1454,0.3306,0.2938,0.9994,0.0224,0.9058,0.0475,2225.32,1023.35,36.84,19.38,0.23,0.185,https://www.youtube.com/watch?v=xUogpOGyy0c
22401179,xUogpOGyy0c,mid-court-logo,364.2,1869,81.9503,0.2254,0.1898,0.5972,0.2066,0.8929,0.1048,0.4058,0.3254,0.999,0.0301,0.8944,0.0556,1257.95,412.61,31.62,17.94,2.037,1.075,https://www.youtube.com/watch?v=xUogpOGyy0c
22401179,xUogpOGyy0c,side-court-led-logo,282.2,1411,45.6201,0.1662,0.2031,0.3912,0.2235,0.8128,0.1874,0.4153,0.3211,0.9582,0.1843,0.8965,0.0517,760.28,492.36,31.37,18.29,1.354,4.109,https://www.youtube.com/watch?v=xUogpOGyy0c
22401179,xUogpOGyy0c,side-court-logo,520.8,2633,78.9163,0.1541,0.1245,0.4344,0.067,0.9381,0.0685,0.399,0.3258,1.0,0.0,0.9041,0.0191,2519.94,692.95,30.7,16.16,1.233,0.27,https://www.youtube.com/watch?v=xUogpOGyy0c
22401196,xKX-VLfB3TQ,mid-court-logo,450.85,2482,631.6561,0.1951,0.1798,0.5641,0.2124,0.8295,0.1338,0.4003,0.3251,0.9999,0.0026,0.8944,0.0377,1277.47,375.38,30.67,15.92,1.861,1.186,https://www.youtube.com/watch?v=xKX-VLfB3TQ
22401196,xKX-VLfB3TQ,side-court-led-logo,430.23,2149,520.0239,0.1855,0.2145,0.4537,0.2021,0.7704,0.1449,0.4001,0.3429,0.994,0.0698,0.9084,0.0385,1391.66,774.75,31.24,17.11,1.369,0.998,https://www.youtube.com/watch?v=xKX-VLfB3TQ
22401196,xKX-VLfB3TQ,side-court-logo,468.67,2462,414.412,0.1291,0.0771,0.3204,0.0364,0.8015,0.0749,0.5112,0.3083,1.0,0.0,0.8927,0.0253,2582.14,537.45,24.23,13.13,0.749,0.14,https://www.youtube.com/watch?v=xKX-VLfB3TQ
22401196,xKX-VLfB3TQ,back-court-logo,438.84,2192,486.9717,0.1703,0.1279,0.3601,0.0527,0.8831,0.035,0.5229,0.3611,1.0,0.0,0.8781,0.021,1627.94,291.67,25.49,17.82,0.926,0.209,https://www.youtube.com/watch?v=xKX-VLfB3TQ
22401196,xKX-VLfB3TQ,basket-logo,428.43,13911,247.346,0.0136,0.0292,0.0758,0.1074,0.3831,0.1335,0.3475,0.3039,0.9997,0.014,0.9043,0.033,2189.31,1624.17,35.02,18.13,0.152,0.111,https://www.youtube.com/watch?v=xKX-VLfB3TQ
22401188,KDdiPW07uI8,back-court-logo,422.42,2113,1204.3146,0.174,0.1062,0.3281,0.0565,0.8371,0.0636,0.6132,0.3172,1.0,0.0,0.8742,0.0287,1869.12,580.39,20.45,14.18,0.775,0.247,https://www.youtube.com/watch?v=KDdiPW07uI8
22401188,KDdiPW07uI8,basket-logo,412.21,10405,644.8763,0.0189,0.0284,0.1299,0.1076,0.4689,0.1003,0.3601,0.2656,0.7196,0.3924,0.8703,0.0729,706.26,1053.07,32.34,14.7,0.182,0.075,https://www.youtube.com/watch?v=KDdiPW07uI8
22401188,KDdiPW07uI8,mid-court-logo,413.21,2315,831.3945,0.1096,0.1787,0.5765,0.2347,0.8701,0.1346,0.3415,0.2999,0.4436,0.4337,0.8607,0.0581,178.55,301.12,33.37,15.4,1.94,1.156,https://www.youtube.com/watch?v=KDdiPW07uI8
22401188,KDdiPW07uI8,side-court-led-logo,293.89,1472,734.805,0.1524,0.1901,0.4368,0.226,0.7361,0.1898,0.3455,0.2836,0.9605,0.1856,0.8899,0.05,1238.51,823.21,32.67,14.22,1.342,1.395,https://www.youtube.com/watch?v=KDdiPW07uI8
22401188,KDdiPW07uI8,side-court-logo,463.06,5124,1964.385,0.117,0.0809,0.2926,0.0708,0.75,0.1516,0.5197,0.3089,0.999,0.0292,0.8248,0.0809,2838.19,912.64,24.57,14.07,0.651,1.394,https://www.youtube.com/watch?v=KDdiPW07uI8
