game_id,video_id,exposure_zone,exposure_time_seconds,average_box_area_pixels,video_url
22500055,Slm2bcNEtQ4,basket-logo,442.4,464.93,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,back-court-logo,448.8,1942.87,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,side-court-led-logo,281.6,2906.65,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,side-court-logo,447.0,1088.24,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,mid-court-logo,177.4,3532.64,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,wx7dYcJpYQ8,basket-logo,442.2,472.47,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,back-court-logo,449.0,1967.2,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,side-court-logo,435.4,1099.47,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,side-court-led-logo,271.4,2978.17,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,mid-court-logo,143.2,3615.8,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500053,xZPphKlIvhk,back-court-logo,485.8,3794.74,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,basket-logo,477.8,531.63,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,mid-court-logo,470.8,5309.33,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,side-court-led-logo,187.8,2498.26,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,side-court-logo,0.4,272.84,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,TZIB3bR3iXA,back-court-logo,485.8,3853.16,https://www.youtube.com/watch?v=TZIB3bR3iXA
