"game_id","title","url","video_id","channel","duration","view_count","like_count","comment_count"
22401162,"Portland Trail Blazers vs Utah Jazz Full Game Highlights - April 9, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=SIZv6JvUXiM","SIZv6JvUXiM","GAMETIME HIGHLIGHTS",584,11814,627,11
22401170,"Minnesota Timberwolves vs Memphis Grizzlies  Full Game Highlights - April 10, 2025 | Regular Season","https://www.youtube.com/watch?v=V7uI04PmXoc","V7uI04PmXoc","GAMETIME HIGHLIGHTS",583,485846,4203,166
22401170,"Minnesota Timberwolves vs Memphis Grizzlies - Full Game Highlights | April 10, 2025 NBA Season","https://www.youtube.com/watch?v=20KL_aV0_no","20KL_aV0_no","The CCB Network",634,1179,38,1
22401166,"Los Angeles Clippers vs Houston Rockets Full Game Highlights - April 9, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=yVY5WcFLaSo","yVY5WcFLaSo","GAMETIME HIGHLIGHTS",582,181536,1978,128
22401164,"Oklahoma City Thunder vs Phoenix Suns Full Game Highlights | Apr 9 | 2025 NBA Season","https://www.youtube.com/watch?v=xWlvGbIvw1w","xWlvGbIvw1w","Hooper Highlights",593,3083,105,2
22401190,"Miami Heat vs Washington Wizards Full Game Highlights - April 13, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=o2atG3CNhYw","o2atG3CNhYw","GAMETIME HIGHLIGHTS",572,27394,844,17
22401190,"Jaime Jaquez Jr. 41 PTS 10 REB 7 AST | Washington Wizards vs. Miami HEAT | April 13, 2025","https://www.youtube.com/watch?v=o13lYAypGRg","o13lYAypGRg","Miami HEAT",209,16920,286,64
22401155,"Los Angeles Clippers vs San Antonio Spurs Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=kvSQf02NTTk","kvSQf02NTTk","GAMETIME HIGHLIGHTS",597,87142,1197,72
22401149,"Atlanta Hawks vs Orlando Magic Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=Nvnft5Y6qv0","Nvnft5Y6qv0","GAMETIME HIGHLIGHTS",558,33109,761,16
22401150,"Brooklyn Nets vs New Orleans Pelicans Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=EJ8eYV8p8OU","EJ8eYV8p8OU","GAMETIME HIGHLIGHTS",576,9141,637,7.0
22401171,"Milwaukee Bucks vs Detroit Pistons Full Game Highlights - April 11, 2025 | Regular Season","https://www.youtube.com/watch?v=O0zPZpBStfQ","O0zPZpBStfQ","GAMETIME HIGHLIGHTS",555,96418,1424,61.0
22401171,"Milwaukee Bucks vs Detroit Pistons Full Game Highlights | Apr 11 | 2025 NBA Season","https://www.youtube.com/watch?v=_gQwtZuvDDU","_gQwtZuvDDU","Hooper Highlights",587,3726,153,3.0
22401147,"Cleveland Cavaliers vs Chicago Bulls Full Game Highlights | Apr 8 | 2025 NBA Season","https://www.youtube.com/watch?v=i1aVDuacjTg","i1aVDuacjTg","Hooper Highlights",572,2672,112,""
22401144,"Sacramento Kings vs Detroit Pistons Full Game Highlights | Apr 7 | 2025 NBA Season","https://www.youtube.com/watch?v=caO1x6G9k00","caO1x6G9k00","Hooper Highlights",594,4156,156,8
22401152,"Minnesota Timberwolves vs Milwaukee Bucks Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=Vm2w1vekliQ","Vm2w1vekliQ","GAMETIME HIGHLIGHTS",583,359889,3638,192
22401139,"San Antonio Spurs vs Portland Trail Blazers Full Game Highlights - April 6, 2025 |NBA Regular Season","https://www.youtube.com/watch?v=t1zhWlNX6bQ","t1zhWlNX6bQ","GAMETIME HIGHLIGHTS",570,17083,668,4
22401158,"Toronto Raptors vs Charlotte Hornets Full Game Highlights - April 9, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=ZWCOeoifCNY","ZWCOeoifCNY","GAMETIME HIGHLIGHTS",552,10419,615,8
22401158,"Toronto Raptors vs Charlotte Hornets | April 9, 2025","https://www.youtube.com/watch?v=yqt0F-moSns","yqt0F-moSns","Raptors Nation",582,2658,113,11
22401134,"Toronto Raptors vs Brooklyn Nets Full Game Highlights - April 6, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=XoQKM0HN5o4","XoQKM0HN5o4","GAMETIME HIGHLIGHTS",536,9984,592,5
22401142,"Denver Nuggets vs Indiana Pacers Full Game Highlights - April 6, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=yIN3nSKwB-Y","yIN3nSKwB-Y","GAMETIME HIGHLIGHTS",523,191447,1875,288
22401140,"Phoenix Suns vs New York Knicks Full Game Highlights | Apr 6 | 2025 NBA Season","https://www.youtube.com/watch?v=oeqQYqLtSBg","oeqQYqLtSBg","Hooper Highlights",555,3687,141,2
