epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.3223,1.7971,2.69101,2.4848,0.7842,0.70354,0.79574,0.49752,1.23016,1.47998,2.4434,0.000365396,0.000365396,0.000365396
2,48.4576,1.19183,1.23474,2.24038,0.84865,0.79393,0.8626,0.5958,1.0975,1.04565,2.37966,0.000730873,0.000730873,0.000730873
3,71.8389,1.12533,1.03073,2.19328,0.83207,0.8482,0.87711,0.61319,1.03876,0.97879,2.32553,0.00109146,0.00109146,0.00109146
4,95.0276,1.09455,0.92506,2.17229,0.85728,0.88154,0.9077,0.63963,1.06991,0.87246,2.43324,0.001089,0.001089,0.001089
5,118.192,1.05358,0.85044,2.0774,0.89057,0.84169,0.90033,0.64646,1.0585,0.84663,2.25938,0.00108167,0.00108167,0.00108167
6,141.376,1.03041,0.82736,2.10485,0.89629,0.87791,0.91629,0.66706,0.99331,0.77526,2.19324,0.00107434,0.00107434,0.00107434
7,164.63,1.00146,0.77684,2.03851,0.88366,0.86971,0.89966,0.65636,1.01776,0.78154,2.28907,0.001067,0.001067,0.001067
8,187.79,0.96403,0.70664,1.99964,0.92186,0.88373,0.9316,0.71167,0.93932,0.70346,2.25974,0.00105967,0.00105967,0.00105967
9,211.215,0.94814,0.69079,1.98607,0.92707,0.88092,0.92833,0.71398,0.92451,0.71492,2.19659,0.00105234,0.00105234,0.00105234
10,234.929,0.92132,0.67694,1.99015,0.92489,0.87819,0.93167,0.70728,0.9266,0.66827,2.236,0.00104501,0.00104501,0.00104501
11,258.956,0.92744,0.67955,2.03909,0.93523,0.88129,0.93412,0.71351,0.92669,0.67897,2.22607,0.00103767,0.00103767,0.00103767
12,282.794,0.90019,0.64091,1.96412,0.92509,0.88733,0.93118,0.7001,0.95754,0.66995,2.17876,0.00103034,0.00103034,0.00103034
13,306.754,0.89402,0.65035,1.94574,0.93747,0.90046,0.95054,0.72033,0.96527,0.66773,2.19267,0.00102301,0.00102301,0.00102301
14,330.116,0.86745,0.62552,1.92401,0.93396,0.88431,0.9377,0.71863,0.93211,0.67934,2.17687,0.00101568,0.00101568,0.00101568
15,353.181,0.88237,0.62396,1.96732,0.91402,0.90706,0.94418,0.71269,0.9315,0.65759,2.19481,0.00100834,0.00100834,0.00100834
16,376.003,0.87105,0.61153,1.93358,0.93981,0.89514,0.94538,0.72898,0.89344,0.64941,2.17875,0.00100101,0.00100101,0.00100101
17,399.145,0.84087,0.59928,1.89345,0.92881,0.9159,0.9486,0.7391,0.87826,0.63111,2.15816,0.000993678,0.000993678,0.000993678
18,422.379,0.84291,0.57939,1.88621,0.93881,0.89677,0.94667,0.72143,0.89232,0.62772,2.15675,0.000986346,0.000986346,0.000986346
19,445.327,0.81783,0.5648,1.87269,0.92335,0.90221,0.94249,0.74852,0.83705,0.62258,2.19147,0.000979013,0.000979013,0.000979013
20,468.222,0.82617,0.58123,1.91682,0.92953,0.92442,0.95007,0.7413,0.85848,0.62,2.11076,0.000971681,0.000971681,0.000971681
21,491.117,0.82989,0.57497,1.91491,0.94862,0.90646,0.94354,0.74254,0.88732,0.62229,2.12457,0.000964348,0.000964348,0.000964348
22,514.048,0.80417,0.55827,1.88636,0.9104,0.92668,0.93908,0.7263,0.89374,0.63139,2.16829,0.000957015,0.000957015,0.000957015
23,537.031,0.79815,0.54834,1.88273,0.92575,0.91177,0.94555,0.74658,0.85747,0.59508,2.21479,0.000949683,0.000949683,0.000949683
24,559.964,0.79503,0.55727,1.87034,0.94055,0.92528,0.9424,0.74487,0.85048,0.60035,2.12386,0.00094235,0.00094235,0.00094235
25,583.058,0.78269,0.54086,1.84704,0.92242,0.91595,0.94325,0.74679,0.86228,0.62386,2.12544,0.000935018,0.000935018,0.000935018
26,606.255,0.80771,0.55566,1.87046,0.9476,0.89349,0.9459,0.74261,0.86348,0.62004,2.14938,0.000927685,0.000927685,0.000927685
27,629.425,0.8046,0.54835,1.85185,0.93929,0.91317,0.95045,0.74621,0.86495,0.63303,2.13785,0.000920352,0.000920352,0.000920352
28,652.432,0.7767,0.52804,1.84702,0.93494,0.90603,0.95161,0.75613,0.86424,0.60638,2.16463,0.00091302,0.00091302,0.00091302
