epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,94.5186,1.36988,2.59646,2.08499,0.80803,0.79467,0.82649,0.58685,0.78601,1.50296,1.73239,0.000332492,0.000332492,0.000332492
2,184.701,0.91266,1.01145,1.83865,0.88329,0.83266,0.9024,0.6859,0.7267,1.2319,1.68137,0.000652642,0.000652642,0.000652642
3,274.039,0.85432,0.82444,1.79301,0.91046,0.85771,0.91673,0.69153,0.73325,1.21359,1.65603,0.000959592,0.000959592,0.000959592
4,362.104,0.81654,0.74183,1.75846,0.93222,0.87981,0.93698,0.7494,0.67261,0.88801,1.61532,0.0009406,0.0009406,0.0009406
5,450.475,0.79196,0.69364,1.77171,0.9299,0.8868,0.94028,0.75345,0.64287,1.05549,1.61309,0.0009208,0.0009208,0.0009208
6,539.091,0.75235,0.63844,1.70272,0.92617,0.89754,0.94485,0.77477,0.62009,0.76392,1.56195,0.000901,0.000901,0.000901
7,625.268,0.73935,0.61397,1.70482,0.92616,0.89982,0.94572,0.77701,0.60039,0.87836,1.5676,0.0008812,0.0008812,0.0008812
8,711.718,0.72116,0.59654,1.69429,0.94272,0.9104,0.95544,0.79218,0.59867,0.65855,1.58349,0.0008614,0.0008614,0.0008614
9,797.957,0.70741,0.58008,1.67236,0.93453,0.90817,0.95589,0.79333,0.58992,0.74267,1.55281,0.0008416,0.0008416,0.0008416
10,884.63,0.69966,0.55938,1.66524,0.9524,0.90099,0.95781,0.79888,0.57052,0.69182,1.54124,0.0008218,0.0008218,0.0008218
11,972.452,0.69167,0.54654,1.64612,0.94319,0.90612,0.95702,0.80603,0.56245,0.58771,1.55263,0.000802,0.000802,0.000802
12,1058.38,0.66847,0.52779,1.63227,0.94436,0.91258,0.95835,0.80678,0.56467,0.66011,1.52418,0.0007822,0.0007822,0.0007822
13,1144.85,0.67406,0.53376,1.64135,0.93673,0.89133,0.95364,0.79567,0.56709,0.7923,1.54241,0.0007624,0.0007624,0.0007624
14,1231.53,0.66201,0.50794,1.61643,0.95085,0.91945,0.95878,0.80925,0.57414,0.60778,1.5073,0.0007426,0.0007426,0.0007426
15,1317.66,0.6628,0.51399,1.63987,0.94238,0.91952,0.96015,0.81654,0.55884,0.62139,1.51352,0.0007228,0.0007228,0.0007228
16,1404.08,0.65814,0.50922,1.59703,0.95591,0.90249,0.96057,0.81894,0.54735,0.59484,1.50139,0.000703,0.000703,0.000703
17,1490.38,0.64997,0.49051,1.61988,0.95794,0.91237,0.96048,0.82254,0.55035,0.67993,1.49586,0.0006832,0.0006832,0.0006832
18,1576.61,0.63918,0.4826,1.58684,0.95966,0.91222,0.96063,0.8265,0.54147,0.60474,1.54025,0.0006634,0.0006634,0.0006634
19,1663.99,0.6272,0.46785,1.58337,0.95853,0.92011,0.96222,0.8315,0.53311,0.60064,1.49179,0.0006436,0.0006436,0.0006436
20,1751.7,0.62719,0.46702,1.59334,0.94715,0.92866,0.96425,0.82931,0.54026,0.63681,1.4971,0.0006238,0.0006238,0.0006238
21,1839.43,0.61948,0.46067,1.57116,0.95278,0.92654,0.96307,0.82824,0.54107,0.66618,1.49219,0.000604,0.000604,0.000604
22,1927.83,0.61988,0.45419,1.5675,0.95584,0.9164,0.96435,0.83108,0.52965,0.62484,1.50029,0.0005842,0.0005842,0.0005842
23,2016.12,0.6104,0.44434,1.56559,0.96104,0.92979,0.96774,0.83561,0.52522,0.56333,1.4893,0.0005644,0.0005644,0.0005644
24,2103.69,0.59935,0.43682,1.53977,0.95651,0.92406,0.9642,0.83093,0.53492,0.63817,1.48494,0.0005446,0.0005446,0.0005446
