epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,3717.49,0.57239,0.37971,1.46965,0.96829,0.93105,0.97492,0.84559,0.63314,0.44843,1.96736,0.000440067,0.000440067,0.000440067
63,3776.35,0.56672,0.37419,1.43597,0.95852,0.93668,0.97389,0.84304,0.63471,0.43788,1.98016,0.000429068,0.000429068,0.000429068
64,3834.92,0.56412,0.37441,1.43676,0.96658,0.93476,0.97658,0.84645,0.63384,0.43609,1.92837,0.000418069,0.000418069,0.000418069
65,3894.22,0.56341,0.37148,1.43591,0.97009,0.92648,0.97436,0.83965,0.63915,0.44378,1.94653,0.00040707,0.00040707,0.00040707
66,3952.9,0.56304,0.36862,1.43075,0.95876,0.9358,0.97702,0.84597,0.63067,0.43727,1.96803,0.000396071,0.000396071,0.000396071
67,4011.9,0.55399,0.36643,1.40887,0.96603,0.93327,0.97404,0.84266,0.63051,0.44219,2.02596,0.000385073,0.000385073,0.000385073
68,4071.11,0.55104,0.36413,1.40463,0.96091,0.92502,0.97265,0.84026,0.63492,0.44475,1.99464,0.000374074,0.000374074,0.000374074
69,4130.32,0.54858,0.3607,1.39187,0.96754,0.92994,0.97235,0.8502,0.61993,0.44618,1.98052,0.000363075,0.000363075,0.000363075
70,4189.74,0.54585,0.36258,1.38615,0.9525,0.93966,0.97568,0.84538,0.63134,0.43399,2.05764,0.000352076,0.000352076,0.000352076
71,4248.37,0.54346,0.36033,1.38126,0.97738,0.91789,0.97427,0.84535,0.62571,0.44191,2.04963,0.000341077,0.000341077,0.000341077
72,4307.48,0.53992,0.35657,1.36793,0.97285,0.91561,0.97324,0.8444,0.63443,0.44357,2.02493,0.000330078,0.000330078,0.000330078
73,4367.38,0.52826,0.35144,1.36603,0.96676,0.93241,0.97552,0.84621,0.64191,0.44517,2.08112,0.000319079,0.000319079,0.000319079
